DEVICEID,DEVICENAME,DESCRIPTION,STARTTIME,ENDTIME,INCOUNT,OUTCOUNT
2.0,계동길 69,계동교회 앞,2022-11-06 08:40:40,2022-11-06 08:50:40,2790.0,3209.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 08:40:40,2022-11-06 08:50:40,161.0,185.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 11:30:40,2022-12-05 11:40:40,2273.0,669.0
2.0,계동길 69,계동교회 앞,2022-11-06 08:50:40,2022-11-06 09:00:40,3036.0,3437.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 08:50:40,2022-11-06 09:00:40,167.0,197.0
2.0,계동길 69,계동교회 앞,2022-12-05 21:40:41,2022-12-05 21:50:41,5385.0,8571.0
2.0,계동길 69,계동교회 앞,2022-11-06 09:00:40,2022-11-06 09:10:40,3244.0,3633.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 09:00:40,2022-11-06 09:10:40,174.0,211.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 21:40:41,2022-12-05 21:50:41,7304.0,5248.0
2.0,계동길 69,계동교회 앞,2022-11-06 09:10:40,2022-11-06 09:20:40,3487.0,3852.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 09:10:40,2022-11-06 09:20:40,184.0,220.0
2.0,계동길 69,계동교회 앞,2022-12-06 07:10:40,2022-12-06 07:20:40,258.0,722.0
2.0,계동길 69,계동교회 앞,2022-11-06 09:20:40,2022-11-06 09:30:40,3642.0,4044.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 09:20:40,2022-11-06 09:30:40,205.0,239.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 07:10:40,2022-12-06 07:20:40,744.0,260.0
2.0,계동길 69,계동교회 앞,2022-11-06 09:30:40,2022-11-06 09:40:40,3839.0,4261.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 09:30:40,2022-11-06 09:40:40,212.0,251.0
2.0,계동길 69,계동교회 앞,2022-12-06 16:00:40,2022-12-06 16:10:40,7237.0,9233.0
2.0,계동길 69,계동교회 앞,2022-11-06 09:40:40,2022-11-06 09:50:40,4059.0,4483.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 09:40:40,2022-11-06 09:50:40,221.0,267.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 16:00:40,2022-12-06 16:10:40,4705.0,2840.0
2.0,계동길 69,계동교회 앞,2022-11-06 09:50:40,2022-11-06 10:00:40,4215.0,4633.0
2.0,계동길 69,계동교회 앞,2022-12-06 23:40:41,2022-12-06 23:50:41,8384.0,11650.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 23:40:41,2022-12-06 23:50:41,7819.0,5646.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 06:50:41,2022-12-07 07:00:41,335.0,125.0
2.0,계동길 69,계동교회 앞,2022-12-07 06:50:41,2022-12-07 07:00:41,259.0,833.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 13:50:41,2022-12-07 14:00:41,3892.0,2423.0
2.0,계동길 69,계동교회 앞,2022-12-07 13:50:41,2022-12-07 14:00:41,6302.0,7572.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 20:30:42,2022-12-07 20:40:42,7597.0,5680.0
2.0,계동길 69,계동교회 앞,2022-12-07 20:30:42,2022-12-07 20:40:42,8078.0,11049.0
2.0,계동길 69,계동교회 앞,2022-12-08 02:50:40,2022-12-08 03:00:40,96.0,190.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 02:50:40,2022-12-08 03:00:40,147.0,39.0
2.0,계동길 69,계동교회 앞,2022-12-08 09:00:41,2022-12-08 09:10:41,931.0,1543.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 09:00:41,2022-12-08 09:10:41,1749.0,390.0
2.0,계동길 69,계동교회 앞,2022-12-08 14:30:41,2022-12-08 14:40:41,4214.0,5776.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 14:30:41,2022-12-08 14:40:41,4537.0,2747.0
2.0,계동길 69,계동교회 앞,2022-12-09 03:30:41,2022-12-09 03:40:41,106.0,201.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-09 03:30:41,2022-12-09 03:40:41,113.0,28.0
2.0,계동길 69,계동교회 앞,2022-12-09 07:40:42,2022-12-09 07:50:42,489.0,808.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 09:50:40,2022-11-06 10:00:40,226.0,282.0
2.0,계동길 69,계동교회 앞,2022-12-01 13:20:41,2022-12-01 13:30:41,5704.0,7822.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 13:20:41,2022-12-01 13:30:41,3722.0,1445.0
2.0,계동길 69,계동교회 앞,2022-11-06 10:00:40,2022-11-06 10:10:40,4328.0,4774.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 10:00:40,2022-11-06 10:10:40,240.0,311.0
2.0,계동길 69,계동교회 앞,2022-11-06 10:10:40,2022-11-06 10:20:40,4487.0,4926.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 10:10:40,2022-11-06 10:20:40,256.0,335.0
2.0,계동길 69,계동교회 앞,2022-12-02 20:20:42,2022-12-02 20:30:42,10558.0,14430.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 20:20:42,2022-12-02 20:30:42,7914.0,5734.0
2.0,계동길 69,계동교회 앞,2022-11-06 10:20:40,2022-11-06 10:30:40,4622.0,5115.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 10:20:40,2022-11-06 10:30:40,300.0,382.0
2.0,계동길 69,계동교회 앞,2022-11-06 10:30:40,2022-11-06 10:40:40,4673.0,5193.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 10:30:40,2022-11-06 10:40:40,356.0,454.0
2.0,계동길 69,계동교회 앞,2022-12-03 18:20:41,2022-12-03 18:30:41,7969.0,9948.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 18:20:41,2022-12-03 18:30:41,4365.0,5312.0
2.0,계동길 69,계동교회 앞,2022-11-06 10:40:40,2022-11-06 10:50:40,4797.0,5302.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 10:40:40,2022-11-06 10:50:40,404.0,498.0
2.0,계동길 69,계동교회 앞,2022-11-06 10:50:40,2022-11-06 11:00:40,4974.0,5471.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 10:50:40,2022-11-06 11:00:40,453.0,560.0
2.0,계동길 69,계동교회 앞,2022-12-04 11:00:41,2022-12-04 11:10:41,1056.0,2018.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 11:00:41,2022-12-04 11:10:41,611.0,380.0
2.0,계동길 69,계동교회 앞,2022-11-06 11:00:40,2022-11-06 11:10:40,5176.0,5641.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 11:00:40,2022-11-06 11:10:40,484.0,613.0
2.0,계동길 69,계동교회 앞,2022-11-06 11:10:40,2022-11-06 11:20:40,5326.0,5768.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 11:10:40,2022-11-06 11:20:40,523.0,661.0
2.0,계동길 69,계동교회 앞,2022-12-05 00:30:39,2022-12-05 00:40:39,13.0,20.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 00:30:39,2022-12-05 00:40:39,5.0,7.0
2.0,계동길 69,계동교회 앞,2022-11-06 11:20:40,2022-11-06 11:30:40,5595.0,6029.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 11:20:40,2022-11-06 11:30:40,550.0,739.0
2.0,계동길 69,계동교회 앞,2022-11-06 11:30:40,2022-11-06 11:40:40,5969.0,6380.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 11:30:40,2022-11-06 11:40:40,598.0,794.0
2.0,계동길 69,계동교회 앞,2022-12-05 11:40:40,2022-12-05 11:50:40,1810.0,2746.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 11:40:40,2022-12-05 11:50:40,2343.0,694.0
2.0,계동길 69,계동교회 앞,2022-11-06 11:40:40,2022-11-06 11:50:40,6348.0,6748.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 11:40:40,2022-11-06 11:50:40,684.0,858.0
2.0,계동길 69,계동교회 앞,2022-11-06 11:50:40,2022-11-06 12:00:40,6639.0,7007.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 11:50:40,2022-11-06 12:00:40,756.0,945.0
2.0,계동길 69,계동교회 앞,2022-12-05 21:50:41,2022-12-05 22:00:41,5403.0,8586.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 21:50:41,2022-12-05 22:00:41,7313.0,5259.0
2.0,계동길 69,계동교회 앞,2022-11-06 12:00:40,2022-11-06 12:10:40,7039.0,7376.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 12:00:40,2022-11-06 12:10:40,827.0,1035.0
2.0,계동길 69,계동교회 앞,2022-11-06 12:10:40,2022-11-06 12:20:40,7393.0,7715.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 12:10:40,2022-11-06 12:20:40,916.0,1129.0
2.0,계동길 69,계동교회 앞,2022-12-06 07:20:40,2022-12-06 07:30:40,301.0,758.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 07:20:40,2022-12-06 07:30:40,846.0,291.0
2.0,계동길 69,계동교회 앞,2022-11-06 12:20:40,2022-11-06 12:30:40,7721.0,8070.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 12:20:40,2022-11-06 12:30:40,1018.0,1269.0
2.0,계동길 69,계동교회 앞,2022-11-06 12:30:40,2022-11-06 12:40:40,8081.0,8382.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 12:30:40,2022-11-06 12:40:40,1123.0,1378.0
2.0,계동길 69,계동교회 앞,2022-12-06 16:10:40,2022-12-06 16:20:40,7305.0,9474.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 16:10:40,2022-12-06 16:20:40,4780.0,2943.0
2.0,계동길 69,계동교회 앞,2022-11-06 12:40:40,2022-11-06 12:50:40,8385.0,8664.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 12:40:40,2022-11-06 12:50:40,1213.0,1495.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 07:00:41,2022-12-07 07:10:41,393.0,146.0
2.0,계동길 69,계동교회 앞,2022-12-07 07:00:41,2022-12-07 07:10:41,286.0,879.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 14:00:41,2022-12-07 14:10:41,3951.0,2506.0
2.0,계동길 69,계동교회 앞,2022-12-07 14:00:41,2022-12-07 14:10:41,6402.0,7706.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 20:40:42,2022-12-07 20:50:42,7659.0,5716.0
2.0,계동길 69,계동교회 앞,2022-12-07 20:40:42,2022-12-07 20:50:42,8096.0,11071.0
2.0,계동길 69,계동교회 앞,2022-12-08 03:00:40,2022-12-08 03:10:40,98.0,205.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 03:00:40,2022-12-08 03:10:40,147.0,39.0
2.0,계동길 69,계동교회 앞,2022-12-08 09:10:41,2022-12-08 09:20:41,991.0,1648.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 09:10:41,2022-12-08 09:20:41,1784.0,393.0
2.0,계동길 69,계동교회 앞,2022-12-08 14:40:41,2022-12-08 14:50:41,4278.0,5858.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 14:40:41,2022-12-08 14:50:41,4626.0,2872.0
2.0,계동길 69,계동교회 앞,2022-12-08 19:50:41,2022-12-08 20:00:41,5628.0,8358.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 19:50:41,2022-12-08 20:00:41,8157.0,6011.0
2.0,계동길 69,계동교회 앞,2022-12-09 00:30:41,2022-12-09 00:40:41,38.0,31.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-09 00:30:41,2022-12-09 00:40:41,30.0,6.0
2.0,계동길 69,계동교회 앞,2022-12-09 03:40:41,2022-12-09 03:50:41,106.0,208.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-09 03:40:41,2022-12-09 03:50:41,113.0,28.0
2.0,계동길 69,계동교회 앞,2022-12-01 13:30:41,2022-12-01 13:40:41,5928.0,8126.0
2.0,계동길 69,계동교회 앞,2022-11-06 12:50:40,2022-11-06 13:00:40,8773.0,8953.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 12:50:40,2022-11-06 13:00:40,1371.0,1686.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 13:30:41,2022-12-01 13:40:41,3783.0,1519.0
2.0,계동길 69,계동교회 앞,2022-11-06 13:00:40,2022-11-06 13:10:40,9074.0,9308.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 13:00:40,2022-11-06 13:10:40,1496.0,1830.0
2.0,계동길 69,계동교회 앞,2022-12-02 20:30:42,2022-12-02 20:40:42,10576.0,14468.0
2.0,계동길 69,계동교회 앞,2022-11-06 13:10:40,2022-11-06 13:20:40,9394.0,9580.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 13:10:40,2022-11-06 13:20:40,1633.0,1998.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 20:30:42,2022-12-02 20:40:42,7978.0,5769.0
2.0,계동길 69,계동교회 앞,2022-11-06 13:20:40,2022-11-06 13:30:40,9687.0,9850.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 13:20:40,2022-11-06 13:30:40,1756.0,2143.0
2.0,계동길 69,계동교회 앞,2022-12-03 18:30:41,2022-12-03 18:40:41,7998.0,9994.0
2.0,계동길 69,계동교회 앞,2022-11-06 13:30:40,2022-11-06 13:40:40,9998.0,10144.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 13:30:40,2022-11-06 13:40:40,1888.0,2301.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 18:30:41,2022-12-03 18:40:41,4422.0,5441.0
2.0,계동길 69,계동교회 앞,2022-11-06 13:40:40,2022-11-06 13:50:40,10316.0,10365.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 13:40:40,2022-11-06 13:50:40,2091.0,2445.0
2.0,계동길 69,계동교회 앞,2022-12-04 11:10:41,2022-12-04 11:20:41,1101.0,2136.0
2.0,계동길 69,계동교회 앞,2022-11-06 13:50:40,2022-11-06 14:00:40,10574.0,10586.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 13:50:40,2022-11-06 14:00:40,2281.0,2632.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 11:10:41,2022-12-04 11:20:41,645.0,395.0
2.0,계동길 69,계동교회 앞,2022-11-06 14:00:40,2022-11-06 14:10:40,10831.0,10802.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 14:00:40,2022-11-06 14:10:40,2411.0,2803.0
2.0,계동길 69,계동교회 앞,2022-12-05 00:40:39,2022-12-05 00:50:39,13.0,37.0
2.0,계동길 69,계동교회 앞,2022-11-06 14:10:40,2022-11-06 14:20:40,11047.0,11003.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 14:10:40,2022-11-06 14:20:40,2587.0,2962.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 00:40:39,2022-12-05 00:50:39,12.0,7.0
2.0,계동길 69,계동교회 앞,2022-11-06 14:20:40,2022-11-06 14:30:40,11313.0,11220.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 14:20:40,2022-11-06 14:30:40,2716.0,3125.0
2.0,계동길 69,계동교회 앞,2022-12-05 11:50:40,2022-12-05 12:00:40,1923.0,2908.0
2.0,계동길 69,계동교회 앞,2022-11-06 14:30:40,2022-11-06 14:40:40,11574.0,11415.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 14:30:40,2022-11-06 14:40:40,2878.0,3324.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 11:50:40,2022-12-05 12:00:40,2490.0,754.0
2.0,계동길 69,계동교회 앞,2022-11-06 14:40:40,2022-11-06 14:50:40,11802.0,11636.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 14:40:40,2022-11-06 14:50:40,3001.0,3495.0
2.0,계동길 69,계동교회 앞,2022-12-05 22:00:41,2022-12-05 22:10:41,5422.0,8615.0
2.0,계동길 69,계동교회 앞,2022-11-06 14:50:40,2022-11-06 15:00:40,12024.0,11861.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 14:50:40,2022-11-06 15:00:40,3172.0,3682.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 22:00:41,2022-12-05 22:10:41,7350.0,5308.0
2.0,계동길 69,계동교회 앞,2022-11-06 15:00:40,2022-11-06 15:10:40,12250.0,12059.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 15:00:40,2022-11-06 15:10:40,3350.0,3855.0
2.0,계동길 69,계동교회 앞,2022-12-06 07:30:40,2022-12-06 07:40:40,333.0,824.0
2.0,계동길 69,계동교회 앞,2022-11-06 15:10:40,2022-11-06 15:20:40,12429.0,12281.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 15:10:40,2022-11-06 15:20:40,3532.0,4045.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 07:30:40,2022-12-06 07:40:40,949.0,322.0
2.0,계동길 69,계동교회 앞,2022-11-06 15:20:40,2022-11-06 15:30:40,12662.0,12473.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 15:20:40,2022-11-06 15:30:40,3762.0,4256.0
2.0,계동길 69,계동교회 앞,2022-12-06 16:20:40,2022-12-06 16:30:40,7347.0,9728.0
2.0,계동길 69,계동교회 앞,2022-11-06 15:30:40,2022-11-06 15:40:40,12922.0,12701.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 15:30:40,2022-11-06 15:40:40,3988.0,4455.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 16:20:40,2022-12-06 16:30:40,4877.0,3182.0
2.0,계동길 69,계동교회 앞,2022-11-06 15:40:40,2022-11-06 15:50:40,13142.0,12933.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 00:00:40,2022-12-07 00:10:41,7.0,10.0
2.0,계동길 69,계동교회 앞,2022-12-07 00:00:40,2022-12-07 00:10:41,6.0,11.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 07:10:41,2022-12-07 07:20:41,484.0,174.0
2.0,계동길 69,계동교회 앞,2022-12-07 07:10:41,2022-12-07 07:20:41,314.0,912.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 14:10:41,2022-12-07 14:20:41,4037.0,2556.0
2.0,계동길 69,계동교회 앞,2022-12-07 14:10:41,2022-12-07 14:20:41,6479.0,7800.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 20:50:42,2022-12-07 21:00:42,7718.0,5781.0
2.0,계동길 69,계동교회 앞,2022-12-07 20:50:42,2022-12-07 21:00:42,8103.0,11092.0
2.0,계동길 69,계동교회 앞,2022-12-08 03:10:40,2022-12-08 03:20:40,103.0,213.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 03:10:40,2022-12-08 03:20:40,154.0,39.0
2.0,계동길 69,계동교회 앞,2022-12-08 09:20:41,2022-12-08 09:30:41,1045.0,1725.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 09:20:41,2022-12-08 09:30:41,1797.0,396.0
2.0,계동길 69,계동교회 앞,2022-12-08 14:50:41,2022-12-08 15:00:41,4329.0,5951.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 14:50:41,2022-12-08 15:00:41,4723.0,2998.0
2.0,계동길 69,계동교회 앞,2022-12-08 20:00:41,2022-12-08 20:10:41,5645.0,8399.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 20:00:41,2022-12-08 20:10:41,8227.0,6057.0
2.0,계동길 69,계동교회 앞,2022-12-09 00:40:41,2022-12-09 00:50:41,43.0,37.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-09 00:40:41,2022-12-09 00:50:41,36.0,11.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 15:40:40,2022-11-06 15:50:40,4153.0,4669.0
2.0,계동길 69,계동교회 앞,2022-12-01 13:40:41,2022-12-01 13:50:41,6114.0,8402.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 13:40:41,2022-12-01 13:50:41,3850.0,1583.0
2.0,계동길 69,계동교회 앞,2022-11-06 15:50:40,2022-11-06 16:00:40,13376.0,13151.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 15:50:40,2022-11-06 16:00:40,4390.0,4886.0
2.0,계동길 69,계동교회 앞,2022-11-06 16:00:40,2022-11-06 16:10:40,13600.0,13372.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 16:00:40,2022-11-06 16:10:40,4590.0,5084.0
2.0,계동길 69,계동교회 앞,2022-11-06 16:10:40,2022-11-06 16:20:40,13850.0,13614.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 16:10:40,2022-11-06 16:20:40,4800.0,5291.0
2.0,계동길 69,계동교회 앞,2022-11-06 16:20:40,2022-11-06 16:30:40,14117.0,13851.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 16:20:40,2022-11-06 16:30:40,4992.0,5483.0
2.0,계동길 69,계동교회 앞,2022-11-06 16:30:40,2022-11-06 16:40:40,14390.0,14153.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 16:30:40,2022-11-06 16:40:40,5203.0,5690.0
2.0,계동길 69,계동교회 앞,2022-11-06 16:40:40,2022-11-06 16:50:40,14665.0,14429.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 16:40:40,2022-11-06 16:50:40,5349.0,5851.0
2.0,계동길 69,계동교회 앞,2022-11-06 16:50:40,2022-11-06 17:00:40,14948.0,14759.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 16:50:40,2022-11-06 17:00:40,5487.0,6006.0
2.0,계동길 69,계동교회 앞,2022-11-06 17:00:40,2022-11-06 17:10:40,15263.0,15013.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 17:00:40,2022-11-06 17:10:40,5659.0,6207.0
2.0,계동길 69,계동교회 앞,2022-11-06 17:10:40,2022-11-06 17:20:40,15557.0,15310.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 17:10:40,2022-11-06 17:20:40,5835.0,6403.0
2.0,계동길 69,계동교회 앞,2022-11-06 17:20:40,2022-11-06 17:30:40,15896.0,15616.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 17:20:40,2022-11-06 17:30:40,5966.0,6561.0
2.0,계동길 69,계동교회 앞,2022-11-06 17:30:40,2022-11-06 17:40:40,16204.0,15925.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 17:30:40,2022-11-06 17:40:40,6151.0,6731.0
2.0,계동길 69,계동교회 앞,2022-11-06 17:40:40,2022-11-06 17:50:40,16431.0,16142.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 17:40:40,2022-11-06 17:50:40,6310.0,6869.0
2.0,계동길 69,계동교회 앞,2022-11-06 17:50:40,2022-11-06 18:00:40,16604.0,16339.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 17:50:40,2022-11-06 18:00:40,6504.0,7073.0
2.0,계동길 69,계동교회 앞,2022-11-06 18:00:40,2022-11-06 18:10:40,16736.0,16502.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 18:00:40,2022-11-06 18:10:40,6657.0,7211.0
2.0,계동길 69,계동교회 앞,2022-11-06 18:10:40,2022-11-06 18:20:40,16856.0,16645.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 18:10:40,2022-11-06 18:20:40,6811.0,7357.0
2.0,계동길 69,계동교회 앞,2022-11-06 18:20:40,2022-11-06 18:30:40,16976.0,16772.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 18:20:40,2022-11-06 18:30:40,7012.0,7491.0
2.0,계동길 69,계동교회 앞,2022-11-06 18:30:40,2022-11-06 18:40:40,17117.0,16961.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 18:30:40,2022-11-06 18:40:40,7189.0,7608.0
2.0,계동길 69,계동교회 앞,2022-11-06 18:40:40,2022-11-06 18:50:40,17242.0,17079.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 18:40:40,2022-11-06 18:50:40,7297.0,7724.0
2.0,계동길 69,계동교회 앞,2022-11-06 18:50:40,2022-11-06 19:00:40,17338.0,17226.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 18:50:40,2022-11-06 19:00:40,7422.0,7811.0
2.0,계동길 69,계동교회 앞,2022-11-06 19:00:40,2022-11-06 19:10:40,17455.0,17372.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 19:00:40,2022-11-06 19:10:40,7488.0,7890.0
2.0,계동길 69,계동교회 앞,2022-11-06 19:10:40,2022-11-06 19:20:40,17593.0,17519.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 19:10:40,2022-11-06 19:20:40,7542.0,7986.0
2.0,계동길 69,계동교회 앞,2022-11-06 19:20:40,2022-11-06 19:30:40,17704.0,17624.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 19:20:40,2022-11-06 19:30:40,7600.0,8048.0
2.0,계동길 69,계동교회 앞,2022-11-06 19:30:40,2022-11-06 19:40:40,17761.0,17730.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 19:30:40,2022-11-06 19:40:40,7674.0,8098.0
2.0,계동길 69,계동교회 앞,2022-11-06 19:40:40,2022-11-06 19:50:40,17793.0,17776.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 19:40:40,2022-11-06 19:50:40,7769.0,8170.0
2.0,계동길 69,계동교회 앞,2022-11-06 19:50:40,2022-11-06 20:00:40,17828.0,17830.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 19:50:40,2022-11-06 20:00:40,7842.0,8252.0
2.0,계동길 69,계동교회 앞,2022-11-06 20:00:40,2022-11-06 20:10:40,17871.0,17897.0
4.0,북촌로5가길 38,삼청파출소 사잇길,2022-11-06 20:00:40,2022-11-06 20:10:40,7889.0,8301.0
