DEVICEID,DEVICENAME,DESCRIPTION,STARTTIME,ENDTIME,INCOUNT,OUTCOUNT
2.0,계동길 69,계동교회 앞,2022-12-14 01:30:39,2022-12-14 01:40:39,38.0,101.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 01:30:39,2022-12-14 01:40:39,49.0,26.0
2.0,계동길 69,계동교회 앞,2022-12-14 01:40:39,2022-12-14 01:50:39,39.0,119.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 01:40:39,2022-12-14 01:50:39,49.0,29.0
2.0,계동길 69,계동교회 앞,2022-12-14 01:50:39,2022-12-14 02:00:39,40.0,120.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 01:50:39,2022-12-14 02:00:39,55.0,29.0
2.0,계동길 69,계동교회 앞,2022-12-14 02:00:39,2022-12-14 02:10:39,43.0,122.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 02:00:39,2022-12-14 02:10:39,55.0,29.0
2.0,계동길 69,계동교회 앞,2022-12-14 02:10:39,2022-12-14 02:20:39,45.0,131.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 02:10:39,2022-12-14 02:20:39,55.0,31.0
2.0,계동길 69,계동교회 앞,2022-12-14 02:20:39,2022-12-14 02:30:39,46.0,135.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 02:20:39,2022-12-14 02:30:39,60.0,32.0
2.0,계동길 69,계동교회 앞,2022-12-14 02:30:39,2022-12-14 02:40:39,50.0,145.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 02:30:39,2022-12-14 02:40:39,72.0,38.0
2.0,계동길 69,계동교회 앞,2022-12-14 02:40:39,2022-12-14 02:50:39,53.0,163.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 02:40:39,2022-12-14 02:50:39,78.0,42.0
2.0,계동길 69,계동교회 앞,2022-12-14 02:50:39,2022-12-14 03:00:39,53.0,163.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 02:50:39,2022-12-14 03:00:39,78.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 03:00:39,2022-12-14 03:10:39,53.0,164.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 03:00:39,2022-12-14 03:10:39,81.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 03:10:39,2022-12-14 03:20:39,68.0,185.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 03:10:39,2022-12-14 03:20:39,81.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 03:20:39,2022-12-14 03:30:39,69.0,187.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 03:20:39,2022-12-14 03:30:39,81.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 03:30:39,2022-12-14 03:40:39,70.0,192.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 03:30:39,2022-12-14 03:40:39,81.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 03:40:39,2022-12-14 03:50:39,71.0,196.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 03:40:39,2022-12-14 03:50:39,81.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 03:50:39,2022-12-14 04:00:39,76.0,210.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 03:50:39,2022-12-14 04:00:39,81.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 04:00:39,2022-12-14 04:10:39,76.0,210.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 04:00:39,2022-12-14 04:10:39,83.0,45.0
2.0,계동길 69,계동교회 앞,2022-12-14 04:10:39,2022-12-14 04:20:39,76.0,216.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 04:10:39,2022-12-14 04:20:39,89.0,46.0
2.0,계동길 69,계동교회 앞,2022-12-14 04:20:39,2022-12-14 04:30:39,76.0,221.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 04:20:39,2022-12-14 04:30:39,101.0,51.0
2.0,계동길 69,계동교회 앞,2022-12-14 04:30:39,2022-12-14 04:40:39,76.0,223.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 04:30:39,2022-12-14 04:40:39,101.0,51.0
2.0,계동길 69,계동교회 앞,2022-12-14 04:40:39,2022-12-14 04:50:39,77.0,234.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 04:40:39,2022-12-14 04:50:39,101.0,51.0
2.0,계동길 69,계동교회 앞,2022-12-14 04:50:39,2022-12-14 05:00:39,81.0,243.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 04:50:39,2022-12-14 05:00:39,124.0,57.0
2.0,계동길 69,계동교회 앞,2022-12-14 05:00:39,2022-12-14 05:10:39,83.0,245.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 05:00:39,2022-12-14 05:10:39,137.0,66.0
2.0,계동길 69,계동교회 앞,2022-12-14 05:10:39,2022-12-14 05:20:39,85.0,257.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 05:10:39,2022-12-14 05:20:39,140.0,69.0
2.0,계동길 69,계동교회 앞,2022-12-14 05:20:39,2022-12-14 05:30:39,86.0,263.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 05:20:39,2022-12-14 05:30:39,150.0,76.0
2.0,계동길 69,계동교회 앞,2022-12-14 05:30:39,2022-12-14 05:40:39,86.0,272.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 05:30:39,2022-12-14 05:40:39,153.0,77.0
2.0,계동길 69,계동교회 앞,2022-12-14 05:40:39,2022-12-14 05:50:39,86.0,290.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 05:40:39,2022-12-14 05:50:39,182.0,85.0
2.0,계동길 69,계동교회 앞,2022-12-14 05:50:39,2022-12-14 06:00:39,87.0,291.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 05:50:39,2022-12-14 06:00:39,220.0,97.0
2.0,계동길 69,계동교회 앞,2022-12-14 06:00:39,2022-12-14 06:10:39,89.0,304.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 06:00:39,2022-12-14 06:10:39,252.0,112.0
2.0,계동길 69,계동교회 앞,2022-12-14 06:10:39,2022-12-14 06:20:39,92.0,314.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 06:10:39,2022-12-14 06:20:39,296.0,126.0
2.0,계동길 69,계동교회 앞,2022-12-14 06:20:39,2022-12-14 06:30:39,102.0,340.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 06:20:39,2022-12-14 06:30:39,323.0,139.0
2.0,계동길 69,계동교회 앞,2022-12-14 06:30:39,2022-12-14 06:40:40,102.0,351.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 06:30:39,2022-12-14 06:40:40,340.0,151.0
2.0,계동길 69,계동교회 앞,2022-12-14 06:40:40,2022-12-14 06:50:40,108.0,361.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 06:40:40,2022-12-14 06:50:40,380.0,164.0
2.0,계동길 69,계동교회 앞,2022-12-14 06:50:40,2022-12-14 07:00:40,112.0,380.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 06:50:40,2022-12-14 07:00:40,423.0,176.0
2.0,계동길 69,계동교회 앞,2022-12-14 07:00:40,2022-12-14 07:10:40,116.0,399.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 07:00:40,2022-12-14 07:10:40,501.0,197.0
2.0,계동길 69,계동교회 앞,2022-12-14 07:10:40,2022-12-14 07:20:40,143.0,431.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 07:10:40,2022-12-14 07:20:40,587.0,226.0
2.0,계동길 69,계동교회 앞,2022-12-14 07:20:40,2022-12-14 07:30:40,161.0,464.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 07:20:40,2022-12-14 07:30:40,650.0,242.0
2.0,계동길 69,계동교회 앞,2022-12-14 07:30:40,2022-12-14 07:40:40,181.0,519.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 07:30:40,2022-12-14 07:40:40,759.0,271.0
2.0,계동길 69,계동교회 앞,2022-12-14 07:40:40,2022-12-14 07:50:40,211.0,568.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 07:40:40,2022-12-14 07:50:40,950.0,299.0
2.0,계동길 69,계동교회 앞,2022-12-14 07:50:40,2022-12-14 08:00:40,277.0,611.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 07:50:40,2022-12-14 08:00:40,1289.0,341.0
2.0,계동길 69,계동교회 앞,2022-12-14 08:00:40,2022-12-14 08:10:40,358.0,654.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 08:00:40,2022-12-14 08:10:40,1365.0,354.0
2.0,계동길 69,계동교회 앞,2022-12-14 08:10:40,2022-12-14 08:20:40,421.0,683.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 08:10:40,2022-12-14 08:20:40,1415.0,360.0
2.0,계동길 69,계동교회 앞,2022-12-14 08:20:40,2022-12-14 08:30:40,454.0,714.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 08:20:40,2022-12-14 08:30:40,1444.0,363.0
2.0,계동길 69,계동교회 앞,2022-12-14 08:30:40,2022-12-14 08:40:40,479.0,755.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 08:30:40,2022-12-14 08:40:40,1468.0,380.0
2.0,계동길 69,계동교회 앞,2022-12-14 08:40:40,2022-12-14 08:50:40,495.0,793.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 08:40:40,2022-12-14 08:50:40,1511.0,385.0
2.0,계동길 69,계동교회 앞,2022-12-14 08:50:40,2022-12-14 09:00:40,499.0,846.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 08:50:40,2022-12-14 09:00:40,1554.0,393.0
2.0,계동길 69,계동교회 앞,2022-12-14 09:00:40,2022-12-14 09:10:40,513.0,909.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 09:00:40,2022-12-14 09:10:40,1617.0,409.0
2.0,계동길 69,계동교회 앞,2022-12-14 09:10:40,2022-12-14 09:20:40,534.0,977.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 09:10:40,2022-12-14 09:20:40,1645.0,419.0
2.0,계동길 69,계동교회 앞,2022-12-14 09:20:40,2022-12-14 09:30:40,543.0,1077.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 09:20:40,2022-12-14 09:30:40,1673.0,426.0
2.0,계동길 69,계동교회 앞,2022-12-14 09:30:40,2022-12-14 09:40:40,554.0,1114.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 09:30:40,2022-12-14 09:40:40,1708.0,437.0
2.0,계동길 69,계동교회 앞,2022-12-14 09:40:40,2022-12-14 09:50:40,579.0,1147.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 09:40:40,2022-12-14 09:50:40,1774.0,449.0
2.0,계동길 69,계동교회 앞,2022-12-14 09:50:40,2022-12-14 10:00:40,608.0,1203.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 09:50:40,2022-12-14 10:00:40,1828.0,457.0
2.0,계동길 69,계동교회 앞,2022-12-14 10:00:40,2022-12-14 10:10:40,634.0,1233.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 10:00:40,2022-12-14 10:10:40,1884.0,474.0
2.0,계동길 69,계동교회 앞,2022-12-14 10:10:40,2022-12-14 10:20:40,653.0,1262.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 10:10:40,2022-12-14 10:20:40,1919.0,484.0
2.0,계동길 69,계동교회 앞,2022-12-14 10:20:40,2022-12-14 10:30:40,667.0,1312.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 10:20:40,2022-12-14 10:30:40,1972.0,498.0
2.0,계동길 69,계동교회 앞,2022-12-14 10:30:40,2022-12-14 10:40:40,677.0,1339.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 10:30:40,2022-12-14 10:40:40,2035.0,517.0
2.0,계동길 69,계동교회 앞,2022-12-14 10:40:40,2022-12-14 10:50:40,696.0,1381.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 10:40:40,2022-12-14 10:50:40,2077.0,526.0
2.0,계동길 69,계동교회 앞,2022-12-14 10:50:40,2022-12-14 11:00:40,712.0,1407.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 10:50:40,2022-12-14 11:00:40,2158.0,550.0
2.0,계동길 69,계동교회 앞,2022-12-14 11:00:40,2022-12-14 11:10:40,726.0,1460.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 11:00:40,2022-12-14 11:10:40,2210.0,561.0
2.0,계동길 69,계동교회 앞,2022-12-14 11:10:40,2022-12-14 11:20:40,745.0,1533.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 11:10:40,2022-12-14 11:20:40,2269.0,579.0
2.0,계동길 69,계동교회 앞,2022-12-14 11:20:40,2022-12-14 11:30:40,767.0,1604.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 11:20:40,2022-12-14 11:30:40,2343.0,600.0
2.0,계동길 69,계동교회 앞,2022-12-14 11:30:40,2022-12-14 11:40:40,797.0,1687.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 11:30:40,2022-12-14 11:40:40,2402.0,635.0
2.0,계동길 69,계동교회 앞,2022-12-14 11:40:40,2022-12-14 11:50:40,883.0,1765.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 11:40:40,2022-12-14 11:50:40,2506.0,667.0
2.0,계동길 69,계동교회 앞,2022-12-14 11:50:40,2022-12-14 12:00:40,916.0,1837.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 11:50:40,2022-12-14 12:00:40,2600.0,691.0
2.0,계동길 69,계동교회 앞,2022-12-14 12:00:40,2022-12-14 12:10:40,971.0,1887.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 12:00:40,2022-12-14 12:10:40,2674.0,725.0
2.0,계동길 69,계동교회 앞,2022-12-14 12:10:40,2022-12-14 12:20:40,1037.0,1986.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 12:10:40,2022-12-14 12:20:40,2747.0,780.0
2.0,계동길 69,계동교회 앞,2022-12-14 12:20:40,2022-12-14 12:30:40,1097.0,2109.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 12:20:40,2022-12-14 12:30:40,2807.0,842.0
2.0,계동길 69,계동교회 앞,2022-12-14 12:30:40,2022-12-14 12:40:40,1169.0,2278.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 12:30:40,2022-12-14 12:40:40,2874.0,914.0
2.0,계동길 69,계동교회 앞,2022-12-14 12:40:40,2022-12-14 12:50:40,1227.0,2362.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 12:40:40,2022-12-14 12:50:40,2959.0,1005.0
2.0,계동길 69,계동교회 앞,2022-12-14 12:50:40,2022-12-14 13:00:40,1282.0,2447.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 12:50:40,2022-12-14 13:00:40,3031.0,1084.0
2.0,계동길 69,계동교회 앞,2022-12-14 13:00:40,2022-12-14 13:10:40,1343.0,2560.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 13:00:40,2022-12-14 13:10:40,3099.0,1193.0
2.0,계동길 69,계동교회 앞,2022-12-14 13:10:40,2022-12-14 13:20:40,1387.0,2646.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 13:10:40,2022-12-14 13:20:40,3164.0,1236.0
2.0,계동길 69,계동교회 앞,2022-12-14 13:20:40,2022-12-14 13:30:40,1424.0,2708.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 13:20:40,2022-12-14 13:30:40,3239.0,1293.0
2.0,계동길 69,계동교회 앞,2022-12-14 13:30:40,2022-12-14 13:40:40,1454.0,2786.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 13:30:40,2022-12-14 13:40:40,3307.0,1344.0
2.0,계동길 69,계동교회 앞,2022-12-14 13:40:40,2022-12-14 13:50:40,1491.0,2889.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 13:40:40,2022-12-14 13:50:40,3369.0,1401.0
2.0,계동길 69,계동교회 앞,2022-12-14 13:50:40,2022-12-14 14:00:40,1536.0,2978.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 13:50:40,2022-12-14 14:00:40,3443.0,1456.0
2.0,계동길 69,계동교회 앞,2022-12-14 14:00:40,2022-12-14 14:10:40,1577.0,3046.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 14:00:40,2022-12-14 14:10:40,3498.0,1500.0
2.0,계동길 69,계동교회 앞,2022-12-14 14:10:40,2022-12-14 14:20:40,1629.0,3130.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 14:10:40,2022-12-14 14:20:40,3555.0,1535.0
2.0,계동길 69,계동교회 앞,2022-12-14 14:20:40,2022-12-14 14:30:40,1664.0,3203.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 14:20:40,2022-12-14 14:30:40,3609.0,1569.0
2.0,계동길 69,계동교회 앞,2022-12-14 14:30:40,2022-12-14 14:40:40,1703.0,3274.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 14:30:40,2022-12-14 14:40:40,3694.0,1632.0
2.0,계동길 69,계동교회 앞,2022-12-14 14:40:40,2022-12-14 14:50:40,1724.0,3334.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 14:40:40,2022-12-14 14:50:40,3762.0,1654.0
2.0,계동길 69,계동교회 앞,2022-12-14 14:50:40,2022-12-14 15:00:40,1754.0,3390.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 14:50:40,2022-12-14 15:00:40,3809.0,1728.0
2.0,계동길 69,계동교회 앞,2022-12-14 15:00:40,2022-12-14 15:10:40,1808.0,3436.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 15:00:40,2022-12-14 15:10:40,3886.0,1770.0
2.0,계동길 69,계동교회 앞,2022-12-14 15:10:40,2022-12-14 15:20:40,1839.0,3615.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 15:10:40,2022-12-14 15:20:40,3963.0,1941.0
2.0,계동길 69,계동교회 앞,2022-12-14 15:20:40,2022-12-14 15:30:40,1869.0,3681.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 15:20:40,2022-12-14 15:30:40,4080.0,2100.0
2.0,계동길 69,계동교회 앞,2022-12-14 15:30:40,2022-12-14 15:40:40,1895.0,3715.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 15:30:40,2022-12-14 15:40:40,4171.0,2178.0
2.0,계동길 69,계동교회 앞,2022-12-14 15:40:40,2022-12-14 15:50:40,1928.0,3766.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 15:40:40,2022-12-14 15:50:40,4243.0,2306.0
2.0,계동길 69,계동교회 앞,2022-12-14 15:50:40,2022-12-14 16:00:40,1963.0,3811.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 15:50:40,2022-12-14 16:00:40,4345.0,2405.0
2.0,계동길 69,계동교회 앞,2022-12-14 16:00:40,2022-12-14 16:10:40,1991.0,3850.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 16:00:40,2022-12-14 16:10:40,4407.0,2464.0
2.0,계동길 69,계동교회 앞,2022-12-14 16:10:40,2022-12-14 16:20:40,2023.0,3909.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 16:10:40,2022-12-14 16:20:40,4462.0,2547.0
2.0,계동길 69,계동교회 앞,2022-12-14 16:20:40,2022-12-14 16:30:40,2049.0,3952.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 16:20:40,2022-12-14 16:30:40,4549.0,2602.0
2.0,계동길 69,계동교회 앞,2022-12-14 16:30:40,2022-12-14 16:40:40,2070.0,3986.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 16:30:40,2022-12-14 16:40:40,4604.0,2723.0
2.0,계동길 69,계동교회 앞,2022-12-14 16:40:40,2022-12-14 16:50:40,2094.0,4049.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 16:40:40,2022-12-14 16:50:40,4685.0,2817.0
2.0,계동길 69,계동교회 앞,2022-12-14 16:50:40,2022-12-14 17:00:40,2109.0,4086.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 16:50:40,2022-12-14 17:00:40,4769.0,2867.0
2.0,계동길 69,계동교회 앞,2022-12-14 17:00:40,2022-12-14 17:10:40,2142.0,4131.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 17:00:40,2022-12-14 17:10:40,4817.0,2934.0
2.0,계동길 69,계동교회 앞,2022-12-14 17:10:40,2022-12-14 17:20:40,2166.0,4174.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 17:10:40,2022-12-14 17:20:40,4881.0,3058.0
2.0,계동길 69,계동교회 앞,2022-12-14 17:20:40,2022-12-14 17:30:40,2196.0,4243.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 17:20:40,2022-12-14 17:30:40,4951.0,3138.0
2.0,계동길 69,계동교회 앞,2022-12-14 17:30:40,2022-12-14 17:40:40,2210.0,4271.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 17:30:40,2022-12-14 17:40:40,5056.0,3231.0
2.0,계동길 69,계동교회 앞,2022-12-14 17:40:40,2022-12-14 17:50:40,2233.0,4322.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 17:40:40,2022-12-14 17:50:40,5179.0,3284.0
2.0,계동길 69,계동교회 앞,2022-12-14 17:50:40,2022-12-14 18:00:40,2261.0,4379.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 17:50:40,2022-12-14 18:00:40,5254.0,3339.0
2.0,계동길 69,계동교회 앞,2022-12-14 18:00:40,2022-12-14 18:10:40,2291.0,4423.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 18:00:40,2022-12-14 18:10:40,5395.0,3423.0
2.0,계동길 69,계동교회 앞,2022-12-14 18:10:40,2022-12-14 18:20:40,2316.0,4471.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 18:10:40,2022-12-14 18:20:40,5577.0,3518.0
2.0,계동길 69,계동교회 앞,2022-12-14 18:20:40,2022-12-14 18:30:40,2350.0,4512.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 18:20:40,2022-12-14 18:30:40,5687.0,3627.0
2.0,계동길 69,계동교회 앞,2022-12-14 18:30:40,2022-12-14 18:40:40,2376.0,4551.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 18:30:40,2022-12-14 18:40:40,5810.0,3715.0
2.0,계동길 69,계동교회 앞,2022-12-14 18:40:40,2022-12-14 18:50:40,2406.0,4590.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 18:40:40,2022-12-14 18:50:40,5923.0,3784.0
2.0,계동길 69,계동교회 앞,2022-12-14 18:50:40,2022-12-14 19:00:40,2416.0,4634.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 18:50:40,2022-12-14 19:00:40,6103.0,3859.0
2.0,계동길 69,계동교회 앞,2022-12-14 19:00:40,2022-12-14 19:10:40,2441.0,4672.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 19:00:40,2022-12-14 19:10:40,6206.0,3932.0
2.0,계동길 69,계동교회 앞,2022-12-14 19:10:40,2022-12-14 19:20:40,2479.0,4719.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 19:10:40,2022-12-14 19:20:40,6343.0,4017.0
2.0,계동길 69,계동교회 앞,2022-12-14 19:20:40,2022-12-14 19:30:40,2503.0,4744.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 19:20:40,2022-12-14 19:30:40,6530.0,4129.0
2.0,계동길 69,계동교회 앞,2022-12-14 19:30:40,2022-12-14 19:40:40,2516.0,4779.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 19:30:40,2022-12-14 19:40:40,6611.0,4191.0
2.0,계동길 69,계동교회 앞,2022-12-14 19:40:40,2022-12-14 19:50:40,2538.0,4807.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 19:40:40,2022-12-14 19:50:40,6659.0,4236.0
2.0,계동길 69,계동교회 앞,2022-12-14 19:50:40,2022-12-14 20:00:40,2566.0,4827.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 19:50:40,2022-12-14 20:00:40,6690.0,4290.0
2.0,계동길 69,계동교회 앞,2022-12-14 20:00:40,2022-12-14 20:10:40,2580.0,4874.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 20:00:40,2022-12-14 20:10:40,6729.0,4334.0
2.0,계동길 69,계동교회 앞,2022-12-14 20:10:40,2022-12-14 20:20:40,2608.0,4910.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 20:10:40,2022-12-14 20:20:40,6803.0,4411.0
2.0,계동길 69,계동교회 앞,2022-12-14 20:20:40,2022-12-14 20:30:40,2620.0,4962.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 20:20:40,2022-12-14 20:30:40,6866.0,4457.0
2.0,계동길 69,계동교회 앞,2022-12-14 20:30:40,2022-12-14 20:40:40,2639.0,4999.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 20:30:40,2022-12-14 20:40:40,6874.0,4481.0
2.0,계동길 69,계동교회 앞,2022-12-14 20:40:40,2022-12-14 20:50:40,2649.0,5014.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 20:40:40,2022-12-14 20:50:40,6904.0,4504.0
2.0,계동길 69,계동교회 앞,2022-12-14 20:50:40,2022-12-14 21:00:40,2658.0,5037.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 20:50:40,2022-12-14 21:00:40,6908.0,4519.0
2.0,계동길 69,계동교회 앞,2022-12-14 21:00:40,2022-12-14 21:10:40,2671.0,5066.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 21:00:40,2022-12-14 21:10:40,6916.0,4564.0
2.0,계동길 69,계동교회 앞,2022-12-14 21:10:40,2022-12-14 21:20:40,2684.0,5092.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 21:10:40,2022-12-14 21:20:40,6935.0,4598.0
2.0,계동길 69,계동교회 앞,2022-12-14 21:20:40,2022-12-14 21:30:40,2695.0,5116.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 21:20:40,2022-12-14 21:30:40,6969.0,4644.0
2.0,계동길 69,계동교회 앞,2022-12-14 21:30:41,2022-12-14 21:40:41,2705.0,5128.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 21:30:41,2022-12-14 21:40:41,7031.0,4686.0
2.0,계동길 69,계동교회 앞,2022-12-14 21:40:41,2022-12-14 21:50:41,2712.0,5161.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 21:40:41,2022-12-14 21:50:41,7060.0,4745.0
2.0,계동길 69,계동교회 앞,2022-12-14 21:50:41,2022-12-14 22:00:41,2728.0,5174.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 21:50:41,2022-12-14 22:00:41,7087.0,4784.0
2.0,계동길 69,계동교회 앞,2022-12-14 22:00:41,2022-12-14 22:10:41,2742.0,5189.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 22:00:41,2022-12-14 22:10:41,7113.0,4835.0
2.0,계동길 69,계동교회 앞,2022-12-14 22:10:41,2022-12-14 22:20:41,2770.0,5209.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 22:10:41,2022-12-14 22:20:41,7130.0,4868.0
2.0,계동길 69,계동교회 앞,2022-12-14 22:20:41,2022-12-14 22:30:41,2777.0,5222.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-14 22:20:41,2022-12-14 22:30:41,7167.0,4888.0
