고객주소블록코드(BLOCK_CD),기준년월(YM),서울시민업종코드(UPJONG_CD),성별(GENDER),연령대별(AGE),카드이용건수계(USECT_CORR),카드이용금액계(AMT_CORR)
336920,202003,SS012,M,30대,10,166182
416127,202003,SS006,F,60대,20,147294
226279,202003,SS034,F,50대,5,35070000
21219,202003,SS041,F,20대,5,65130
212372,202003,SS048,M,40대,35,2398087
12664,202003,SS066,F,20대,5,250500
12795,202003,SS001,M,50대,20,531060
228842,202003,SS003,M,20대,5,4509
205857,202003,SS069,M,30대,130,3565682
17493,202003,SS040,M,40대,25,1643881
216676,202003,SS004,M,20대,20,280560
223038,202003,SS004,F,50대,20,518535
338157,202003,SS020,F,40대,5,12525
219719,202003,SS006,F,20대,5,27054
11122,202003,SS007,F,30대,10,245490
156904,202003,SS034,F,70대이상,5,215430
281785,202003,SS030,F,20대,10,30060
367006,202003,SS005,M,40대,45,564878
229965,202003,SS055,M,70대이상,20,121543
204020,202003,SS058,M,40대,5,55160
332208,202003,SS004,M,30대,5,165330
22678,202003,SS055,F,30대,15,12575100
343096,202003,SS033,M,30대,5,300600
356501,202003,SS020,M,40대,20,204158
9212,202003,SS003,F,20대,5,12525
219288,202003,SS013,F,40대,105,1603901
8404,202003,SS069,F,40대,120,4058526
206756,202003,SS005,F,40대,15,157064
217324,202003,SS058,F,20대,5,32565
225905,202003,SS017,F,40대,5,2945880
343358,202003,SS013,F,30대,75,1112721
30611,202003,SS008,M,40대,195,3331901
414346,202003,SS017,F,40대,145,2317726
24045,202003,SS003,M,30대,10,323646
415890,202003,SS019,F,30대,45,1149695
17623,202003,SS005,F,50대,25,82164
413926,202003,SS001,M,30대,150,3621729
208410,202003,SS048,M,60대,5,104709
153295,202003,SS016,F,30대,321,1715875
18862,202003,SS068,M,20대,20,203697
8969,202003,SS068,F,30대,15,9538539
217417,202003,SS005,F,30대,10,31463
226761,202003,SS018,M,30대,5,123246
228713,202003,SS013,M,40대,15,638274
156760,202003,SS005,F,20대,45,326903
336005,202003,SS058,F,40대,75,1254504
220498,202003,SS014,M,30대,10,65130
221019,202003,SS008,F,20대,75,329157
221095,202003,SS001,F,50대,45,1327650
142758,202003,SS042,M,70대이상,10,70140
417792,202003,SS005,M,60대,5,60120
283708,202003,SS002,M,50대,10,1693380
227887,202003,SS068,F,50대,50,3439565
152337,202003,SS055,M,70대이상,10,15030
282174,202003,SS019,M,50대,5,20040
11146,202003,SS013,M,40대,40,2036164
210742,202003,SS021,M,40대,5,263025
350769,202003,SS006,F,30대,35,287073
10434,202003,SS058,F,70대이상,15,1517028
361174,202003,SS068,F,50대,5,291582
233342,202003,SS003,F,50대,5,18537
415314,202003,SS046,M,30대,30,68136
365792,202003,SS012,F,30대,20,1112721
214296,202003,SS068,F,50대,20,1052100
169648,202003,SS001,M,30대,180,4114212
14185,202003,SS049,F,40대,10,264328
214774,202003,SS069,M,60대,5,65130
274157,202003,SS005,F,40대,5,17034
362265,202003,SS048,F,70대이상,5,144488
209764,202003,SS069,M,40대,15,759616
214817,202003,SS040,F,20대,15,97695
220894,202003,SS020,F,70대이상,10,224198
276745,202003,SS007,F,40대,5,29559
422409,202003,SS012,M,40대,5,195390
9924,202003,SS046,M,20대,15,158567
215653,202003,SS064,F,40대,5,20040
206977,202003,SS048,M,50대,5,154308
208755,202003,SS020,M,50대,10,240480
22273,202003,SS014,M,30대,15,55110
153159,202003,SS017,M,60대,5,132264
357373,202003,SS030,M,20대,95,252003
16058,202003,SS048,F,70대이상,5,51803
207126,202003,SS048,F,40대,15,351802
276701,202003,SS068,F,20대,10,71142
11147,202003,SS041,F,30대,10,2114220
18469,202003,SS004,F,20대,5,197895
153932,202003,SS068,F,20대,45,1107345
224886,202003,SS019,F,50대,5,127755
343472,202003,SS017,M,30대,5,2405156
410277,202003,SS053,F,20대,5,12525
283108,202003,SS068,M,20대,10,405765
18310,202003,SS068,M,40대,10,149799
215635,202003,SS007,M,40대,30,271041
28615,202003,SS069,M,30대,40,1397289
365688,202003,SS021,M,50대,5,255510
208627,202003,SS032,M,30대,10,791580
12974,202003,SS005,M,30대,40,403305
366528,202003,SS017,M,20대,20,316131
20356,202003,SS007,M,40대,5,29058
219091,202003,SS060,F,60대,5,114729
362796,202003,SS003,F,20대,5,468435
17191,202003,SS054,F,40대,15,272544
343673,202003,SS007,F,40대,15,163827
209829,202003,SS048,F,20대,10,795688
198224,202003,SS064,F,50대,5,3414285
210364,202003,SS008,M,50대,75,1128753
245267,202003,SS031,M,20대,5,501
25423,202003,SS005,F,70대이상,5,27054
9082,202003,SS006,F,20대,55,319638
92233,202003,SS029,M,50대,5,160320
157107,202003,SS069,F,20대,45,1412444
417984,202003,SS055,M,60대,15,328656
220449,202003,SS041,F,50대,5,50100
366567,202003,SS008,M,60대,5,175350
282298,202003,SS005,M,50대,40,383666
189802,202003,SS068,F,30대,25,434237
19536,202003,SS068,F,20대,15,634827
9676,202003,SS055,F,30대,20,80160
212199,202003,SS048,M,20대,15,293135
417965,202003,SS055,F,60대,10,24549
152741,202003,SS048,M,30대,125,4396125
11815,202003,SS068,M,10대,5,4514
421176,202003,SS055,M,40대,20,111723
11948,202003,SS031,F,40대,5,277754
16198,202003,SS003,F,30대,5,65130
153541,202003,SS013,M,60대,25,551651
336058,202003,SS060,F,40대,5,104709
268862,202003,SS055,M,50대,5,355419
201942,202003,SS033,F,50대,5,383265
410030,202003,SS046,F,20대,5,25852
33696,202003,SS049,M,40대,10,11736426
500345,202003,SS020,M,60대,10,188877
123967,202003,SS013,F,60대,5,414026
12887,202003,SS004,M,30대,5,350700
8948,202003,SS005,F,10대,40,111673
217247,202003,SS069,F,30대,291,12998385
207495,202003,SS032,M,40대,5,548345
210853,202003,SS012,F,30대,25,3172833
152513,202003,SS021,F,20대,5,100200
17433,202003,SS013,M,70대이상,20,266282
282297,202003,SS012,F,20대,75,3536058
327852,202003,SS012,M,20대,35,1076649
209520,202003,SS008,F,50대,100,486471
343687,202003,SS058,F,60대,30,648545
153040,202003,SS024,M,50대,5,1753500
212920,202003,SS016,F,20대,180,1133663
158316,202003,SS058,M,30대,45,209468
16336,202003,SS033,M,40대,5,446892
225927,202003,SS005,M,50대,105,1070286
406920,202003,SS062,F,40대,5,5
18074,202003,SS066,M,20대,35,1603200
224542,202003,SS068,F,70대이상,15,306281
14369,202003,SS041,F,20대,5,696390
349016,202003,SS006,M,20대,20,350700
223429,202003,SS008,F,30대,30,369237
230910,202003,SS008,F,20대,45,356712
22155,202003,SS048,M,50대,15,391982
230922,202003,SS007,F,50대,25,277554
23043,202003,SS014,F,20대,10,50601
228465,202003,SS056,F,20대,5,78657
140779,202003,SS061,M,50대,5,74148
27054,202003,SS009,M,30대,5,125250
418969,202003,SS070,M,50대,5,149799
214362,202003,SS012,M,60대,15,392784
229035,202003,SS016,F,40대,5,181362
96692,202003,SS012,F,40대,45,1497990
269767,202003,SS022,F,40대,5,90180
207100,202003,SS001,F,30대,10,65130
355152,202003,SS008,M,70대이상,5,99699
153292,202003,SS055,F,30대,35,897291
26956,202003,SS001,M,60대,35,1079655
214062,202003,SS053,M,40대,25,2144280
352498,202003,SS003,M,20대,5,698394
212980,202003,SS006,M,20대,40,296091
501488,202003,SS066,F,60대,115,3527040
23120,202003,SS034,M,20대,5,150300
227693,202003,SS017,M,20대,15,76152
216452,202003,SS005,F,20대,5,40080
13769,202003,SS006,M,30대,65,282063
216456,202003,SS005,F,20대,5,21543
230847,202003,SS069,M,50대,15,611220
411417,202003,SS006,F,40대,10,148597
209021,202003,SS056,F,70대이상,5,9519000
227186,202003,SS007,M,50대,5,29559
214123,202003,SS058,F,50대,30,205410
220379,202003,SS047,F,50대,5,275550
365290,202003,SS020,F,50대,10,112725
217172,202003,SS008,F,20대,10,37575
227460,202003,SS068,M,30대,50,1486232
344519,202003,SS022,F,30대,5,192384
168368,202003,SS014,F,20대,5,5010
223565,202003,SS090,M,40대,5,951900
231602,202003,SS004,F,50대,10,240480
19165,202003,SS044,M,30대,5,1503000
423541,202003,SS020,F,40대,15,200400
213613,202003,SS017,F,60대,20,2116675
13151,202003,SS048,F,30대,5,164328
422286,202003,SS045,F,40대,5,106262
22645,202003,SS013,F,20대,5,41984
207880,202003,SS009,F,50대,5,25050
209484,202003,SS013,M,60대,135,3735005
212980,202003,SS046,F,30대,10,73647
230539,202003,SS004,M,40대,10,52605
201128,202003,SS015,F,30대,30,580158
232493,202003,SS006,F,30대,5,26553
12544,202003,SS053,F,30대,15,539577
211560,202003,SS046,F,20대,10,35571
228472,202003,SS013,M,50대,40,240430
13454,202003,SS002,M,50대,10,691380
207322,202003,SS048,M,60대,25,387724
223700,202003,SS055,M,30대,20,929355
220502,202003,SS055,M,50대,10,202404
211233,202003,SS058,F,50대,5,12525
17485,202003,SS003,F,30대,10,289578
208769,202003,SS068,F,50대,25,471241
22075,202003,SS005,M,60대,5,18537
345651,202003,SS013,M,60대,50,1465876
13502,202003,SS002,F,20대,5,240480
353176,202003,SS021,F,20대,10,305109
156760,202003,SS046,M,30대,15,122745
211134,202003,SS015,M,20대,25,531561
11477,202003,SS058,F,40대,20,183867
91880,202003,SS020,M,50대,10,123146
208697,202003,SS034,F,40대,5,65130
219272,202003,SS001,M,20대,20,394287
23560,202003,SS016,M,30대,10,252103
14448,202003,SS015,F,30대,15,433365
207817,202003,SS068,M,30대,20,660368
229314,202003,SS016,F,20대,80,398045
281563,202003,SS045,F,20대,5,9118
119349,202003,SS030,F,20대,10,195891
344418,202003,SS016,M,60대,25,216432
361646,202003,SS020,F,20대,15,37074
418930,202003,SS055,M,50대,35,136272
418880,202003,SS060,M,30대,5,134268
226447,202003,SS006,F,10대,5,40080
224588,202003,SS082,M,40대,20,275550
19361,202003,SS015,F,30대,30,389277
12638,202003,SS016,F,30대,20,292083
207834,202003,SS030,F,30대,5,501000
349840,202003,SS005,F,50대,20,236472
366935,202003,SS013,F,40대,105,4774680
10900,202003,SS030,F,30대,5,2804197
364787,202003,SS010,M,20대,10,310620
18581,202003,SS068,M,20대,10,577152
417511,202003,SS053,M,70대이상,5,22545
21273,202003,SS016,M,50대,60,328055
418472,202003,SS054,M,70대이상,10,17836
344990,202003,SS058,M,60대,30,180360
232029,202003,SS047,M,30대,5,175350
21954,202003,SS013,M,60대,65,553304
154962,202003,SS030,F,50대,5,213426
224396,202003,SS006,F,60대,10,41082
412940,202003,SS046,M,50대,5,30060
152645,202003,SS006,M,20대,5,45591
230852,202003,SS064,M,20대,15,48096
227170,202003,SS018,F,60대,70,4300584
152430,202003,SS048,F,30대,15,2022687
17167,202003,SS018,F,40대,5,30060
13557,202003,SS004,F,40대,10,205410
11800,202003,SS042,M,30대,5,97695
22022,202003,SS068,F,30대,125,4868969
230592,202003,SS048,M,20대,5,484968
365106,202003,SS002,F,40대,40,1249995
156967,202003,SS016,M,50대,180,1380506
231727,202003,SS058,M,30대,75,358215
1638,202003,SS005,F,60대,5,90431
211920,202003,SS021,F,60대,5,295590
155057,202003,SS006,F,30대,10,30060
418363,202003,SS004,M,40대,10,273045
210613,202003,SS004,M,70대이상,5,60120
419227,202003,SS003,M,30대,5,169338
353731,202003,SS090,M,40대,5,1503000
17811,202003,SS003,F,40대,5,42585
230045,202003,SS056,F,20대,5,78657
339754,202003,SS006,M,40대,35,140280
222310,202003,SS003,M,40대,5,428806
200811,202003,SS008,F,40대,160,2541072
278715,202003,SS015,M,50대,10,87174
280681,202003,SS049,F,50대,10,294839
333286,202003,SS001,F,70대이상,5,90180
18641,202003,SS032,M,30대,10,4458900
223038,202003,SS046,F,40대,5,234468
268975,202003,SS024,M,70대이상,5,7014000
26636,202003,SS008,M,30대,130,2584659
273399,202003,SS048,M,20대,5,275550
214630,202003,SS058,F,20대,15,73146
25966,202003,SS068,F,10대,20,47851
233286,202003,SS066,M,50대,5,250500
419144,202003,SS021,F,30대,15,305109
212812,202003,SS013,M,30대,160,3767771
365421,202003,SS001,F,30대,110,1329654
20050,202003,SS066,M,60대,80,7191179
410512,202003,SS008,F,30대,35,507012
22666,202003,SS041,F,60대,10,120240
208121,202003,SS069,M,30대,80,1608711
346854,202003,SS008,M,70대이상,75,816881
12426,202003,SS064,M,20대,20,216432
499516,202003,SS011,F,20대,10,365229
333374,202003,SS068,F,60대,20,1437770
222905,202003,SS012,F,20대,25,1802849
220352,202003,SS005,F,20대,5,22545
187393,202003,SS021,M,20대,5,150300
206700,202003,SS005,M,30대,105,1051098
11605,202003,SS048,M,20대,5,231662
14393,202003,SS001,M,30대,40,1633260
283380,202003,SS068,F,20대,35,680779
220565,202003,SS068,F,30대,90,1531462
332306,202003,SS003,M,30대,10,175350
153844,202003,SS006,M,20대,25,169839
24281,202003,SS048,M,40대,15,977802
218590,202003,SS058,F,50대,25,134769
155843,202003,SS008,M,20대,20,546090
501119,202003,SS004,M,30대,15,295590
214682,202003,SS016,M,50대,20,91182
362850,202003,SS001,M,30대,35,1169835
366932,202003,SS062,F,20대,5,10020
349493,202003,SS005,F,20대,40,222194
231387,202003,SS030,M,20대,100,764025
9127,202003,SS013,M,70대이상,15,173246
16392,202003,SS001,M,20대,25,1026048
214643,202003,SS041,M,20대,5,50100
360003,202003,SS040,M,40대,25,471942
17085,202003,SS057,F,30대,5,36573
414934,202003,SS083,M,60대,15,1337670
225372,202003,SS017,M,20대,5,444988
23921,202003,SS006,F,30대,5,26052
16953,202003,SS012,M,20대,25,1317129
11712,202003,SS027,M,30대,20,1375245
153009,202003,SS069,F,10대,5,64629
12258,202003,SS052,F,30대,10,4148280
226362,202003,SS068,F,50대,25,493435
225877,202003,SS019,M,60대,10,428255
299744,202003,SS008,F,30대,45,293586
221794,202003,SS008,F,10대,5,12525
221127,202003,SS062,F,30대,5,25050
421378,202003,SS048,F,30대,10,2105002
335848,202003,SS040,M,30대,5,75150
152903,202003,SS018,M,60대,5,65130
413973,202003,SS045,F,30대,10,217434
15293,202003,SS006,M,30대,10,124749
219343,202003,SS005,F,30대,5,80912
364670,202003,SS008,F,60대,5,40080
364419,202003,SS060,F,50대,5,159819
232791,202003,SS006,M,20대,20,109719
225614,202003,SS031,F,20대,10,120741
333164,202003,SS066,M,20대,25,1573140
344295,202003,SS006,F,40대,5,5511
32961,202003,SS048,F,10대,5,630809
174738,202003,SS018,F,70대이상,15,379257
19586,202003,SS003,M,50대,5,10020
14073,202003,SS028,F,60대,10,220440
343275,202003,SS032,F,30대,10,2585160
8907,202003,SS005,M,40대,15,155310
217769,202003,SS002,F,40대,5,330159
155252,202003,SS058,F,60대,35,572643
363528,202003,SS054,F,40대,5,3481148
227203,202003,SS003,M,60대,20,816630
415342,202003,SS069,F,60대,5,350700
219570,202003,SS062,F,30대,5,501
12354,202003,SS032,M,60대,5,125250
231703,202003,SS055,F,60대,25,889776
13486,202003,SS020,F,40대,10,50100
211395,202003,SS055,M,60대,5,14529
157634,202003,SS046,F,40대,10,162324
213973,202003,SS022,F,20대,5,19539
215353,202003,SS069,F,20대,15,98597
501904,202003,SS003,M,20대,10,192885
419545,202003,SS012,F,30대,205,9486585
76469,202003,SS017,M,50대,25,927802
209384,202003,SS014,F,20대,15,60120
210018,202003,SS070,F,50대,15,2836161
20414,202003,SS047,M,60대,5,37575
25966,202003,SS058,M,40대,15,110220
153931,202003,SS021,M,20대,10,88176
233442,202003,SS046,F,60대,5,65130
178648,202003,SS049,F,50대,30,3447576
219420,202003,SS005,M,70대이상,10,113727
19612,202003,SS016,M,30대,185,999445
19278,202003,SS055,F,30대,15,334167
417948,202003,SS003,M,50대,15,474948
161275,202003,SS015,F,20대,5,69138
60335,202003,SS003,F,40대,15,223446
205647,202003,SS047,F,50대,5,17535
207703,202003,SS020,F,70대이상,5,400800
20767,202003,SS046,F,20대,15,44088
226886,202003,SS004,F,20대,30,493685
22763,202003,SS055,F,20대,15,82665
364147,202003,SS052,F,30대,5,1202400
155000,202003,SS002,M,20대,10,395790
13280,202003,SS015,F,30대,30,571340
191669,202003,SS015,F,30대,15,334167
216054,202003,SS018,F,30대,5,60120
201319,202003,SS016,M,50대,65,417533
410717,202003,SS005,F,40대,5,33567
21629,202003,SS020,F,40대,50,534216
353345,202003,SS021,F,20대,5,7515
226714,202003,SS006,F,30대,15,52605
215018,202003,SS019,M,30대,10,405810
225557,202003,SS019,M,50대,10,100200
27665,202003,SS068,F,50대,135,5019940
9021,202003,SS012,M,30대,30,761520
219386,202003,SS002,M,50대,5,175350
419808,202003,SS008,M,30대,10,122745
208742,202003,SS001,F,50대,75,1803600
361973,202003,SS001,M,30대,220,4679841
214733,202003,SS006,M,30대,35,175350
65987,202003,SS020,M,20대,15,129058
27836,202003,SS016,M,20대,5,234117
215052,202003,SS018,F,40대,10,334668
213610,202003,SS048,M,40대,5,94689
281420,202003,SS013,M,20대,40,598244
19407,202003,SS048,M,40대,40,2863365
151864,202003,SS049,F,40대,5,81663
231155,202003,SS047,M,30대,5,132264
360614,202003,SS007,M,40대,10,82164
364227,202003,SS008,F,40대,30,631260
213675,202003,SS008,F,30대,5,25050
216701,202003,SS001,F,30대,5,75150
332553,202003,SS015,F,20대,5,15030
231698,202003,SS029,M,30대,10,293085
223430,202003,SS022,F,50대,5,149799
160394,202003,SS031,F,30대,5,278656
24771,202003,SS036,F,20대,5,5010
419809,202003,SS005,M,20대,5,150300
14162,202003,SS015,F,60대,10,91182
363016,202003,SS069,M,40대,35,746490
355178,202003,SS006,F,40대,5,35571
225528,202003,SS062,F,40대,5,6012
152774,202003,SS001,F,50대,5,150300
21365,202003,SS030,M,50대,10,1240476
129500,202003,SS064,F,20대,10,58116
167611,202003,SS041,F,20대,10,1067130
418453,202003,SS044,M,10대,10,25050
18920,202003,SS045,M,40대,5,11623
207414,202003,SS005,M,30대,25,502503
187403,202003,SS021,F,20대,15,223947
209930,202003,SS017,F,20대,5,25050
223810,202003,SS058,M,70대이상,5,15030
417124,202003,SS014,M,30대,5,22545
221232,202003,SS015,F,40대,10,49098
323289,202003,SS016,M,10대,10,12275
153829,202003,SS020,F,40대,25,379833
363661,202003,SS043,M,30대,5,22545
226621,202003,SS015,M,40대,15,611721
207193,202003,SS008,F,20대,70,1217430
227383,202003,SS021,M,20대,15,281562
249266,202003,SS058,F,70대이상,55,970437
353382,202003,SS066,F,30대,45,1479839
214013,202003,SS015,M,20대,5,10020
20683,202003,SS041,M,40대,25,566130
336006,202003,SS042,F,20대,10,130260
21007,202003,SS090,M,50대,5,1252500
419112,202003,SS058,M,50대,10,175350
18873,202003,SS005,M,30대,10,30311
364492,202003,SS010,M,50대,5,235470
365590,202003,SS013,M,50대,15,170891
20226,202003,SS069,F,20대,85,681360
211515,202003,SS021,M,70대이상,5,20040
157585,202003,SS015,F,20대,5,157815
155206,202003,SS058,M,50대,10,84669
421411,202003,SS005,F,70대이상,30,106713
14130,202003,SS048,F,50대,15,585368
152308,202003,SS016,F,70대이상,10,64128
157674,202003,SS008,M,30대,90,1023543
265520,202003,SS020,F,30대,5,45090
24238,202003,SS058,F,50대,5,11022
10833,202003,SS020,F,50대,5,196893
192046,202003,SS001,M,70대이상,5,55110
211326,202003,SS016,F,10대,5,5010
35879,202003,SS001,F,70대이상,5,400800
23954,202003,SS018,M,60대,5,160320
21491,202003,SS001,F,50대,85,3066120
414197,202003,SS020,F,20대,5,59619
63317,202003,SS015,F,20대,5,77154
409858,202003,SS069,F,60대,10,629607
331751,202003,SS020,F,60대,25,388275
170754,202003,SS058,F,50대,5,285570
421840,202003,SS066,F,30대,5,250500
218554,202003,SS007,M,50대,5,45591
19740,202003,SS012,F,20대,5,99699
15984,202003,SS030,M,20대,25,160821
141161,202003,SS055,M,50대,5,519036
353488,202003,SS003,M,50대,5,61623
365678,202003,SS007,M,40대,25,300600
29037,202003,SS055,M,40대,10,152805
15102,202003,SS040,M,20대,15,356211
154440,202003,SS054,F,20대,5,102204
356541,202004,SS007,M,40대,46,333454
333742,202004,SS005,M,60대,5,35420
217675,202004,SS016,F,40대,15,81213
419038,202004,SS030,M,40대,5,242880
208176,202004,SS045,M,30대,25,393921
142141,202004,SS047,F,30대,5,5060
420199,202004,SS013,F,30대,152,3656305
203495,202004,SS001,M,30대,66,1833238
218209,202004,SS041,M,30대,5,101200
18490,202004,SS008,M,40대,5,35420
354243,202004,SS044,M,20대,5,80960
14802,202004,SS002,M,40대,5,253000
19500,202004,SS068,F,30대,25,308321
273301,202004,SS019,M,70대이상,20,521180
363976,202004,SS013,M,70대이상,20,344080
211670,202004,SS013,M,30대,35,597029
225557,202004,SS058,F,40대,10,32890
227486,202004,SS043,M,20대,5,60720
230761,202004,SS021,F,40대,20,558118
152543,202004,SS016,F,40대,56,414515
207539,202004,SS057,M,50대,5,2582118
229665,202004,SS058,F,70대이상,25,268180
229688,202004,SS021,M,60대,15,997326
210710,202004,SS054,M,50대,15,287914
216503,202004,SS006,M,60대,51,1000868
212067,202004,SS064,M,50대,10,13662
19083,202004,SS001,F,30대,20,581900
211958,202004,SS069,M,40대,15,256542
283487,202004,SS012,F,10대,5,101200
358801,202004,SS045,M,30대,5,70334
345566,202004,SS054,F,60대,5,1650977
418668,202004,SS005,F,30대,20,194557
355634,202004,SS038,F,30대,10,658812
413932,202004,SS015,F,50대,5,111320
221858,202004,SS029,M,10대,5,216062
282818,202004,SS020,F,50대,5,5060
154310,202004,SS012,M,70대이상,223,5719116
221659,202004,SS016,F,60대,10,121440
414097,202004,SS013,F,40대,314,7043368
212491,202004,SS068,F,20대,91,2847262
153925,202004,SS001,F,40대,86,1082334
167330,202004,SS021,M,20대,5,161920
365898,202004,SS007,M,30대,15,69322
231380,202004,SS066,F,40대,10,303600
217332,202004,SS048,F,20대,5,19734
219384,202004,SS016,F,40대,147,1542035
190277,202004,SS008,M,50대,10,74888
156923,202004,SS001,F,20대,30,513084
232759,202004,SS042,M,30대,5,45540
343472,202004,SS066,M,20대,15,759000
11054,202004,SS017,M,40대,5,67804
223466,202004,SS008,F,30대,51,382030
229680,202004,SS068,F,60대,5,14674
21925,202004,SS004,F,20대,20,345092
222037,202004,SS058,F,20대,25,94116
151920,202004,SS055,F,50대,5,17204
421387,202004,SS005,M,20대,15,86526
148750,202004,SS053,F,30대,5,829840
200635,202004,SS044,F,40대,20,924462
23263,202004,SS041,F,60대,5,430100
207639,202004,SS008,M,30대,106,2198722
30960,202004,SS069,F,40대,86,5360124
217685,202004,SS082,F,30대,5,1290300
15850,202004,SS001,F,50대,202,7042508
351186,202004,SS054,M,60대,10,94268
277324,202004,SS016,M,20대,20,54142
413532,202004,SS005,M,50대,5,19987
229196,202004,SS001,F,50대,172,2875092
154936,202004,SS048,M,60대,5,318426
207639,202004,SS040,F,30대,25,278300
408869,202004,SS043,F,50대,5,32384
210073,202004,SS058,M,40대,30,106260
20435,202004,SS040,F,20대,30,151800
413818,202004,SS031,F,20대,10,93104
230845,202004,SS091,F,40대,10,2428800
17622,202004,SS055,F,20대,15,4111756
222945,202004,SS069,M,40대,10,485760
224355,202004,SS036,M,60대,5,202400
225261,202004,SS022,M,40대,5,500940
15819,202004,SS014,F,20대,10,44022
417075,202004,SS048,F,50대,86,4812768
413347,202004,SS046,M,40대,15,74888
230635,202004,SS001,M,70대이상,20,526240
19415,202004,SS003,M,50대,5,172040
419570,202004,SS048,F,30대,15,586758
363295,202004,SS015,F,50대,20,404547
421200,202004,SS016,M,20대,288,1210200
12352,202004,SS031,M,30대,5,125488
37923,202004,SS003,F,20대,20,546986
286291,202004,SS036,M,50대,15,733700
192128,202004,SS012,F,60대,5,156607
343473,202004,SS064,F,50대,20,55660
411571,202004,SS045,M,30대,5,22770
282805,202004,SS034,M,50대,5,101200
220566,202004,SS001,M,30대,20,473110
219614,202004,SS013,M,50대,5,20240
421795,202004,SS005,F,30대,10,21556
218991,202004,SS054,M,50대,10,15180
153939,202004,SS047,F,30대,10,65780
216172,202004,SS069,M,20대,5,122553
223635,202004,SS013,F,30대,35,722062
18713,202004,SS032,M,30대,5,288420
219364,202004,SS008,M,20대,5,202400
226391,202004,SS041,F,30대,10,192280
352917,202004,SS048,M,20대,5,19228
220447,202004,SS068,M,60대,5,83490
208751,202004,SS005,M,50대,5,14168
210910,202004,SS043,F,30대,5,65780
30188,202004,SS017,M,30대,15,1659579
211757,202004,SS056,F,20대,10,180642
164932,202004,SS058,F,50대,71,930534
227905,202004,SS031,M,30대,5,60214
418236,202004,SS016,M,40대,197,858935
343151,202004,SS008,M,40대,10,51612
10400,202004,SS006,M,50대,10,32384
213937,202004,SS042,M,30대,5,91080
25023,202004,SS041,M,50대,5,65780
362343,202004,SS024,F,30대,5,1496242
362708,202004,SS013,F,30대,137,3434374
14474,202004,SS058,M,60대,81,1006434
364088,202004,SS048,M,30대,5,385066
204214,202004,SS048,M,40대,5,414718
152686,202004,SS043,F,20대,10,34914
11253,202004,SS005,F,20대,35,291962
215186,202004,SS006,M,40대,86,364801
421120,202004,SS048,F,30대,10,2350825
225054,202004,SS083,F,50대,5,824780
11535,202004,SS008,M,40대,111,232254
168090,202004,SS019,M,70대이상,5,253000
211094,202004,SS016,M,50대,15,74129
280913,202004,SS033,F,30대,5,177100
226958,202004,SS048,M,30대,15,750600
216613,202004,SS090,F,40대,5,2869020
211177,202004,SS068,M,50대,5,113344
410138,202004,SS040,M,20대,5,69828
361619,202004,SS048,M,60대,5,325054
208280,202004,SS068,M,60대,5,448822
223245,202004,SS004,F,20대,5,112838
209915,202004,SS066,M,40대,5,43734
24497,202004,SS008,M,40대,10,205436
213672,202004,SS040,M,40대,15,318274
25962,202004,SS068,M,20대,5,3400
358726,202004,SS007,M,40대,10,147752
155328,202004,SS048,F,60대,10,759607
225599,202004,SS014,M,50대,10,101200
155435,202004,SS041,M,30대,10,1857020
156835,202004,SS013,M,60대,207,3698152
221149,202004,SS041,F,20대,5,101200
221187,202004,SS066,M,50대,10,187220
22694,202004,SS001,F,20대,10,127006
218345,202004,SS005,F,30대,5,50094
420560,202004,SS020,M,40대,5,404800
188153,202004,SS043,M,30대,5,248952
352322,202004,SS049,M,50대,25,1728860
222079,202004,SS006,M,50대,10,53130
20288,202004,SS005,F,20대,10,147246
24058,202004,SS031,F,20대,15,546278
19163,202004,SS065,M,50대,5,455400
420608,202004,SS007,F,40대,15,149776
282872,202004,SS009,F,30대,15,369380
343094,202004,SS049,F,40대,30,710551
211473,202004,SS020,M,70대이상,5,50600
26100,202004,SS069,M,30대,30,5596765
213261,202004,SS016,M,50대,96,638572
219123,202004,SS040,M,30대,5,52118
366819,202004,SS066,M,40대,5,202400
152140,202004,SS013,M,40대,354,7676577
220641,202004,SS006,F,40대,56,401562
333802,202004,SS006,F,50대,5,30360
413903,202004,SS001,F,20대,15,412390
219846,202004,SS046,M,10대,15,45034
211385,202004,SS058,M,60대,10,63250
500506,202004,SS015,F,50대,5,34914
210463,202004,SS041,M,50대,10,662860
31050,202004,SS048,M,20대,5,352429
210987,202004,SS008,F,50대,20,80454
214782,202004,SS005,M,60대,10,159390
215840,202004,SS013,M,30대,25,139656
212994,202004,SS046,M,20대,15,149523
225265,202004,SS066,M,50대,10,253000
33144,202004,SS016,F,40대,121,551034
200358,202004,SS012,F,30대,56,3081540
209709,202004,SS017,F,50대,20,1713822
349089,202004,SS007,F,10대,10,86526
175454,202004,SS049,F,60대,15,579572
9550,202004,SS008,M,50대,66,1570118
347450,202004,SS062,F,40대,5,2012362
229025,202004,SS004,M,50대,5,60720
339561,202004,SS046,M,40대,5,49537
366261,202004,SS008,F,40대,81,826298
417353,202004,SS048,M,40대,5,167739
20276,202004,SS049,M,40대,5,128625
231677,202004,SS003,F,20대,5,65780
419256,202004,SS056,F,30대,5,607200
142130,202004,SS058,M,30대,20,60720
358366,202004,SS007,F,20대,5,71346
157812,202004,SS016,F,50대,20,88601
